Node Number	X Location (mm)	Y Location (mm)	Z Location (mm)	Equivalent Elastic Strain (mm/mm)
3691	-16,506	-19,598	-0,11647	0,47255
3692	5,3928	18,712	-0,11647	0,49531
3692	5,3928	18,712	-0,11647	0,49531
3693	1,6583	10,327	-0,11647	0,51555
3693	1,6583	10,327	-0,11647	0,51555
3694	8,924	33,358	-0,11647	0,60367
3694	8,924	33,358	-0,11647	0,60367
3695	15,945	-4,4369	-0,11647	0,66413
3695	15,945	-4,4369	-0,11647	0,66413
3696	3,7266	17,503	-0,11647	0,49525
3696	3,7266	17,503	-0,11647	0,49525
3697	20,078	21,161	-0,11647	0,44782
3697	20,078	21,161	-0,11647	0,44782
3698	18,061	16,501	-0,11647	0,48405
3698	18,061	16,501	-0,11647	0,48405
3699	4,0231	-17,552	-0,11647	0,49945
3699	4,0231	-17,552	-0,11647	0,49945
3700	-22,783	-20,67	-0,11647	0,42053
3700	-22,783	-20,67	-0,11647	0,42053
3701	15,987	-7,1516	-0,11647	0,61494
3701	15,987	-7,1516	-0,11647	0,61494
3702	-17,396	-10,865	-0,11647	0,55869
3702	-17,396	-10,865	-0,11647	0,55869
3703	1,3179	-16,316	-0,11647	0,50292
3703	1,3179	-16,316	-0,11647	0,50292
3704	7,5151	43,069	-0,11647	0,73356
3704	7,5151	43,069	-0,11647	0,73356
3705	8,0604	18,043	-0,11647	0,49217
3705	8,0604	18,043	-0,11647	0,49217
3706	17,787	12,879	-0,11647	0,52251
3706	17,787	12,879	-0,11647	0,52251
3707	-13,917	2,185	-0,11647	0,6484
3707	-13,917	2,185	-0,11647	0,6484
3708	-11,849	6,7813	-0,11647	0,57607
3708	-11,849	6,7813	-0,11647	0,57607
3709	-13,42	6,0805	-0,11647	0,59939
3709	-13,42	6,0805	-0,11647	0,59939
3710	-14,936	3,7132	-0,11647	0,6552
3710	-14,936	3,7132	-0,11647	0,6552
3711	-13,468	8,1038	-0,11647	0,57239
3711	-13,468	8,1038	-0,11647	0,57239
3712	-11,872	11,178	-0,11647	0,52847
3712	-11,872	11,178	-0,11647	0,52847
3713	-12,764	9,6501	-0,11647	0,54723
3713	-12,764	9,6501	-0,11647	0,54723
3714	-2,3567	33,443	-0,11647	0,63633
3714	-2,3567	33,443	-0,11647	0,63633
3715	0,63441	21,173	-0,11647	0,5059
3715	0,63441	21,173	-0,11647	0,5059
3716	0,76864	22,547	-0,11647	0,51664
3716	0,76864	22,547	-0,11647	0,51664
3717	-19,752	6,184	-0,11647	0,68191
3717	-19,752	6,184	-0,11647	0,68191
3718	18,332	-16,168	-0,11647	0,48708
3718	18,332	-16,168	-0,11647	0,48708
3719	-10,146	-27,005	-0,11647	0,52749
3719	-10,146	-27,005	-0,11647	0,52749
3720	-5,3268	32,231	-0,11647	0,61241
3720	-5,3268	32,231	-0,11647	0,61241
3721	-0,45896	-21,523	-0,11647	0,51792
3721	-0,45896	-21,523	-0,11647	0,51792
3722	15,408	-8,7793	-0,11647	0,58057
3722	15,408	-8,7793	-0,11647	0,58057
3723	-7,6636	-9,337	-0,11647	0,53359
3723	-7,6636	-9,337	-0,11647	0,53359
3724	19,061	-4,0969	-0,11647	0,74633
3724	19,061	-4,0969	-0,11647	0,74633
3725	-10,604	-19,91	-0,11647	0,49177
3725	-10,604	-19,91	-0,11647	0,49177
3726	-9,2319	-20,324	-0,11647	0,49629
3726	-9,2319	-20,324	-0,11647	0,49629
3727	0,62592	30,018	-0,11647	0,59064
3727	0,62592	30,018	-0,11647	0,59064
3728	21,076	19,311	-0,11647	0,44915
3728	21,076	19,311	-0,11647	0,44915
3729	10,12	35,385	-0,11647	0,615
3729	10,12	35,385	-0,11647	0,615
3730	-9,262	20,139	-0,11647	0,49338
3730	-9,262	20,139	-0,11647	0,49338
3731	18,68	21,632	-0,11647	0,45772
3731	18,68	21,632	-0,11647	0,45772
3732	-15,873	12,076	-0,11647	0,52988
3732	-15,873	12,076	-0,11647	0,52988
3733	15,283	-11,441	-0,11647	0,53927
3733	15,283	-11,441	-0,11647	0,53927
3734	12,934	-11,223	-0,11647	0,53355
3734	12,934	-11,223	-0,11647	0,53355
3735	11,502	-11,759	-0,11647	0,52441
3735	11,502	-11,759	-0,11647	0,52441
3736	15,184	-9,57	-0,11647	0,5662
3736	15,184	-9,57	-0,11647	0,5662
3737	13,871	-11,709	-0,11647	0,53212
3737	13,871	-11,709	-0,11647	0,53212
3738	-8,4498	43,047	-0,11647	0,69552
3738	-8,4498	43,047	-0,11647	0,69552
3739	-21,004	-5,7298	-0,11647	0,72452
3739	-21,004	-5,7298	-0,11647	0,72452
3740	8,3667	27,993	-0,11647	0,54769
3740	8,3667	27,993	-0,11647	0,54769
3741	19,851	-11,164	-0,11647	0,55828
3741	19,851	-11,164	-0,11647	0,55828
3742	17,035	-14,384	-0,11647	0,50635
3742	17,035	-14,384	-0,11647	0,50635
3743	-1,5284	-17,705	-0,11647	0,5025
3743	-1,5284	-17,705	-0,11647	0,5025
3744	15,475	-2,6111	-0,11647	0,67858
3744	15,475	-2,6111	-0,11647	0,67858
3745	27,441	-7,8794	-0,11647	0,62145
3745	27,441	-7,8794	-0,11647	0,62145
3746	-1,7887	25,252	-0,11647	0,53494
3746	-1,7887	25,252	-0,11647	0,53494
3747	15,794	16,469	-0,11647	0,48827
3747	15,794	16,469	-0,11647	0,48827
3748	-18,632	8,9593	-0,11647	0,59638
3748	-18,632	8,9593	-0,11647	0,59638
3749	-13,059	15,143	-0,11647	0,49776
3749	-13,059	15,143	-0,11647	0,49776
3750	-7,4578	44,885	-0,11647	0,70028
3750	-7,4578	44,885	-0,11647	0,70028
3751	-6,757	40,132	-0,11647	0,73896
3751	-6,757	40,132	-0,11647	0,73896
3752	-11,604	-18,09	-0,11647	0,48963
3752	-11,604	-18,09	-0,11647	0,48963
3753	13,136	15,074	-0,11647	0,49803
3753	13,136	15,074	-0,11647	0,49803
3754	15,703	-12,679	-0,11647	0,52488
3754	15,703	-12,679	-0,11647	0,52488
3755	16,97	-10,22	-0,11647	0,56565
3755	16,97	-10,22	-0,11647	0,56565
3756	4,5217	31,456	-0,11647	0,60403
3756	4,5217	31,456	-0,11647	0,60403
3757	11,635	7,4148	-0,11647	0,56819
3757	11,635	7,4148	-0,11647	0,56819
3758	12,055	6,4289	-0,11647	0,58217
3758	12,055	6,4289	-0,11647	0,58217
3759	10,469	-11,43	-0,11647	0,52497
3759	10,469	-11,43	-0,11647	0,52497
3760	12,018	-15,258	-0,11647	0,49898
3760	12,018	-15,258	-0,11647	0,49898
3761	12,955	-13,467	-0,11647	0,51207
3761	12,955	-13,467	-0,11647	0,51207
3762	12,246	14,624	-0,11647	0,50061
3762	12,246	14,624	-0,11647	0,50061
3763	13,349	10,915	-0,11647	0,53701
3763	13,349	10,915	-0,11647	0,53701
3764	14,072	6,7024	-0,11647	0,59754
3764	14,072	6,7024	-0,11647	0,59754
3765	16,08	7,1245	-0,11647	0,61179
3765	16,08	7,1245	-0,11647	0,61179
3766	16,414	9,1201	-0,11647	0,57772
3766	16,414	9,1201	-0,11647	0,57772
3767	14,711	4,9406	-0,11647	0,63186
3767	14,711	4,9406	-0,11647	0,63186
3768	14,42	2,965	-0,11647	0,65613
3768	14,42	2,965	-0,11647	0,65613
3769	15,393	6,0278	-0,11647	0,62381
3769	15,393	6,0278	-0,11647	0,62381
3770	14,773	7,7252	-0,11647	0,58805
3770	14,773	7,7252	-0,11647	0,58805
3771	10,88	9,3607	-0,11647	0,54198
3771	10,88	9,3607	-0,11647	0,54198
3772	-5,0087	34,483	-0,11647	0,64832
3772	-5,0087	34,483	-0,11647	0,64832
3773	14,686	10,448	-0,11647	0,54693
3773	14,686	10,448	-0,11647	0,54693
3774	5,6993	37,533	-0,11647	0,70239
3774	5,6993	37,533	-0,11647	0,70239
3775	-2,534	7,4661	-0,11647	0,53104
3775	-2,534	7,4661	-0,11647	0,53104
3776	-5,1142	-15,68	-0,11647	0,50011
3776	-5,1142	-15,68	-0,11647	0,50011
3777	-16,61	17,017	-0,11647	0,48391
3777	-16,61	17,017	-0,11647	0,48391
3778	-16,012	20,246	-0,11647	0,47495
3778	-16,012	20,246	-0,11647	0,47495
3779	-16,763	12,503	-0,11647	0,52633
3779	-16,763	12,503	-0,11647	0,52633
3780	11,958	-6,2859	-0,11647	0,58525
3780	11,958	-6,2859	-0,11647	0,58525
3781	5,5011	10,229	-0,11647	0,52001
3781	5,5011	10,229	-0,11647	0,52001
3782	-4,6114	31,655	-0,11647	0,60666
3782	-4,6114	31,655	-0,11647	0,60666
3783	-1,6208	31,385	-0,11647	0,60805
3783	-1,6208	31,385	-0,11647	0,60805
3784	-14,243	-19,547	-0,11647	0,48104
3784	-14,243	-19,547	-0,11647	0,48104
3785	-5,0319	41,534	-0,11647	0,83443
3785	-5,0319	41,534	-0,11647	0,83443
3786	8,7192	29,461	-0,11647	0,56072
3786	8,7192	29,461	-0,11647	0,56072
3787	16,829	-27,408	-0,11647	0,46875
3787	16,829	-27,408	-0,11647	0,46875
3788	23,05	15,656	-0,11647	0,47232
3788	23,05	15,656	-0,11647	0,47232
3789	22,072	17,478	-0,11647	0,45714
3789	22,072	17,478	-0,11647	0,45714
3790	-1,6908	32,793	-0,11647	0,62733
3790	-1,6908	32,793	-0,11647	0,62733
3791	27,381	9,8689	-0,11647	0,56222
3791	27,381	9,8689	-0,11647	0,56222
3792	15,617	27,3	-0,11647	0,49342
3792	15,617	27,3	-0,11647	0,49342
3793	-1,2531	1,3378	-0,11647	0,55015
3793	-1,2531	1,3378	-0,11647	0,55015
3794	-11,209	16,466	-0,11647	0,49212
3794	-11,209	16,466	-0,11647	0,49212
3795	-3,3657	50,053	-0,11647	0,41723
3795	-3,3657	50,053	-0,11647	0,41723
3796	25,909	-6,723	-0,11647	0,7066
3796	25,909	-6,723	-0,11647	0,7066
3797	27,281	-10,169	-0,11647	0,56098
3797	27,281	-10,169	-0,11647	0,56098
3798	-14,467	-23,315	-0,11647	0,48102
3798	-14,467	-23,315	-0,11647	0,48102
3799	4,1429	32,349	-0,11647	0,61775
3799	4,1429	32,349	-0,11647	0,61775
3800	-17,277	-6,9893e-002	-0,11647	0,74861
3800	-17,277	-6,9893e-002	-0,11647	0,74861
3801	10,084	29,06	-0,11647	0,54837
3801	10,084	29,06	-0,11647	0,54837
3802	16,309	-19,917	-0,11647	0,47227
3802	16,309	-19,917	-0,11647	0,47227
3803	8,4485	-13,569	-0,11647	0,50531
3803	8,4485	-13,569	-0,11647	0,50531
3804	0,49409	16,324	-0,11647	0,49597
3804	0,49409	16,324	-0,11647	0,49597
3805	-8,2259	-22,142	-0,11647	0,5065
3805	-8,2259	-22,142	-0,11647	0,5065
3806	3,8216	30,915	-0,11647	0,59829
3806	3,8216	30,915	-0,11647	0,59829
3807	-13,611	22,603	-0,11647	0,48756
3807	-13,611	22,603	-0,11647	0,48756
3808	9,2159	28,536	-0,11647	0,54856
3808	9,2159	28,536	-0,11647	0,54856
3809	-21,657	-3,7379	-0,11647	0,81315
3809	-21,657	-3,7379	-0,11647	0,81315
3810	9,2949	19,955	-0,11647	0,49281
3810	9,2949	19,955	-0,11647	0,49281
3811	10,956	-6,0598	-0,11647	0,57798
3811	10,956	-6,0598	-0,11647	0,57798
3812	-14,987	11,666	-0,11647	0,53266
3812	-14,987	11,666	-0,11647	0,53266
3813	-12,178	14,658	-0,11647	0,50047
3813	-12,178	14,658	-0,11647	0,50047
3814	-10,864	12,766	-0,11647	0,51255
3814	-10,864	12,766	-0,11647	0,51255
3815	-12,739	11,646	-0,11647	0,52601
3815	-12,739	11,646	-0,11647	0,52601
3816	-13,158	-13,187	-0,11647	0,51492
3816	-13,158	-13,187	-0,11647	0,51492
3817	-6,1333	21,808	-0,11647	0,50534
3817	-6,1333	21,808	-0,11647	0,50534
3818	-13,227	-6,5702e-002	-0,11647	0,64334
3818	-13,227	-6,5702e-002	-0,11647	0,64334
3819	21,104	11,076	-0,11647	0,5578
3819	21,104	11,076	-0,11647	0,5578
3820	-5,4874	29,868	-0,11647	0,58057
3820	-5,4874	29,868	-0,11647	0,58057
3821	24,016	-11,967	-0,11647	0,53732
3821	24,016	-11,967	-0,11647	0,53732
3822	10,389	24,258	-0,11647	0,50867
3822	10,389	24,258	-0,11647	0,50867
3823	13,837	10,148	-0,11647	0,54384
3823	13,837	10,148	-0,11647	0,54384
3824	10,953	12,866	-0,11647	0,51164
3824	10,953	12,866	-0,11647	0,51164
3825	9,3283	2,5655	-0,11647	0,58574
3825	9,3283	2,5655	-0,11647	0,58574
3826	12,846	11,633	-0,11647	0,52711
3826	12,846	11,633	-0,11647	0,52711
3827	-11,386	37,32	-0,11647	0,61814
3827	-11,386	37,32	-0,11647	0,61814
3828	2,0568	-5,9945	-0,11647	0,53913
3828	2,0568	-5,9945	-0,11647	0,53913
3829	3,1154	-4,24	-0,11647	0,54763
3829	3,1154	-4,24	-0,11647	0,54763
3830	-4,7019	6,3275	-0,11647	0,54135
3830	-4,7019	6,3275	-0,11647	0,54135
3831	3,9144	-19,898	-0,11647	0,50563
3831	3,9144	-19,898	-0,11647	0,50563
3832	-20,622	-6,6695	-0,11647	0,68527
3832	-20,622	-6,6695	-0,11647	0,68527
3833	-12,587	3,42	-0,11647	0,61805
3833	-12,587	3,42	-0,11647	0,61805
3834	-10,16	7,6279	-0,11647	0,55638
3834	-10,16	7,6279	-0,11647	0,55638
3835	-9,7278	-5,4062	-0,11647	0,57456
3835	-9,7278	-5,4062	-0,11647	0,57456
3836	-13,454	33,473	-0,11647	0,5591
3836	-13,454	33,473	-0,11647	0,5591
3837	-14,484	31,558	-0,11647	0,53224
3837	-14,484	31,558	-0,11647	0,53224
3838	-17,596	6,4602	-0,11647	0,64449
3838	-17,596	6,4602	-0,11647	0,64449
3839	12,702	-0,30103	-0,11647	0,63462
3839	12,702	-0,30103	-0,11647	0,63462
3840	2,667	34,811	-0,11647	0,65707
3840	2,667	34,811	-0,11647	0,65707
3841	6,1701	27,813	-0,11647	0,55471
3841	6,1701	27,813	-0,11647	0,55471
3842	25,792	7,0199	-0,11647	0,6648
3842	25,792	7,0199	-0,11647	0,6648
3843	14,971	30,643	-0,11647	0,52022
3843	14,971	30,643	-0,11647	0,52022
3844	5,0214	36,448	-0,11647	0,68412
3844	5,0214	36,448	-0,11647	0,68412
3845	-12,061	-10,539	-0,11647	0,53724
3845	-12,061	-10,539	-0,11647	0,53724
3846	10,203	41,672	-0,11647	0,65843
3846	10,203	41,672	-0,11647	0,65843
3847	-12,734	22,121	-0,11647	0,48971
3847	-12,734	22,121	-0,11647	0,48971
3848	0,88452	9,6982	-0,11647	0,51834
3848	0,88452	9,6982	-0,11647	0,51834
3849	-10,131	-39,851	-0,11647	0,56435
3849	-10,131	-39,851	-0,11647	0,56435
3850	-5,6917	-20,543	-0,11647	0,50547
3850	-5,6917	-20,543	-0,11647	0,50547
3851	8,5942	-28,069	-0,11647	0,54855
3851	8,5942	-28,069	-0,11647	0,54855
3852	8,1367	7,838	-0,11647	0,54387
3852	8,1367	7,838	-0,11647	0,54387
3853	5,2651	21,074	-0,11647	0,50286
3853	5,2651	21,074	-0,11647	0,50286
3854	11,463	-39,52	-0,11647	0,54381
3854	11,463	-39,52	-0,11647	0,54381
3855	-6,3176	5,8641	-0,11647	0,55005
3855	-6,3176	5,8641	-0,11647	0,55005
3856	6,1002	9,329	-0,11647	0,52684
3856	6,1002	9,329	-0,11647	0,52684
3857	9,368	-13,928	-0,11647	0,50528
3857	9,368	-13,928	-0,11647	0,50528
3858	0,34567	7,5304	-0,11647	0,52928
3858	0,34567	7,5304	-0,11647	0,52928
3859	12,325	29,156	-0,11647	0,53313
3859	12,325	29,156	-0,11647	0,53313
3860	-9,9333	31,678	-0,11647	0,57585
3860	-9,9333	31,678	-0,11647	0,57585
3861	20,357	-2,3987	-0,11647	0,86618
3861	20,357	-2,3987	-0,11647	0,86618
3862	-6,2153	37,544	-0,11647	0,69693
3862	-6,2153	37,544	-0,11647	0,69693
3863	-1,7741	-35,336	-0,11647	0,73807
3863	-1,7741	-35,336	-0,11647	0,73807
3864	10,252	-14,373	-0,11647	0,50358
3864	10,252	-14,373	-0,11647	0,50358
3865	12,364	-5,3637	-0,11647	0,59987
3865	12,364	-5,3637	-0,11647	0,59987
3866	14,023	15,533	-0,11647	0,49517
3866	14,023	15,533	-0,11647	0,49517
3867	16,678	16,938	-0,11647	0,48407
3867	16,678	16,938	-0,11647	0,48407
3868	15,672	-7,9732	-0,11647	0,59676
3868	15,672	-7,9732	-0,11647	0,59676
3869	-11,241	-4,5492	-0,11647	0,59538
3869	-11,241	-4,5492	-0,11647	0,59538
3870	11,271	16,366	-0,11647	0,49229
3870	11,271	16,366	-0,11647	0,49229
3871	10,389	15,886	-0,11647	0,49425
3871	10,389	15,886	-0,11647	0,49425
3872	-16,98	-2,6221	-0,11647	0,71776
3872	-16,98	-2,6221	-0,11647	0,71776
3873	-15,827	2,9868	-0,11647	0,67956
3873	-15,827	2,9868	-0,11647	0,67956
3874	20,182	18,861	-0,11647	0,45857
3874	20,182	18,861	-0,11647	0,45857
3875	3,8506	-8,7699	-0,11647	0,52898
3875	3,8506	-8,7699	-0,11647	0,52898
3876	-18,504	-15,944	-0,11647	0,48907
3876	-18,504	-15,944	-0,11647	0,48907
3877	10,481	36,86	-0,11647	0,62596
3877	10,481	36,86	-0,11647	0,62596
3878	13,411	18,719	-0,11647	0,48433
3878	13,411	18,719	-0,11647	0,48433
3879	2,466	-8,9457	-0,11647	0,52577
3879	2,466	-8,9457	-0,11647	0,52577
3880	-1,8208	35,558	-0,11647	0,66704
3880	-1,8208	35,558	-0,11647	0,66704
3881	-2,9376	19,495	-0,11647	0,49864
3881	-2,9376	19,495	-0,11647	0,49864
3882	-2,5951	17,981	-0,11647	0,496
3882	-2,5951	17,981	-0,11647	0,496
3883	-8,6261	-9,7135	-0,11647	0,5344
3883	-8,6261	-9,7135	-0,11647	0,5344
3884	-6,9073	4,9506	-0,11647	0,55781
3884	-6,9073	4,9506	-0,11647	0,55781
3885	-4,3561	30,204	-0,11647	0,58801
3885	-4,3561	30,204	-0,11647	0,58801
3886	-8,9112	11,849	-0,11647	0,51474
3886	-8,9112	11,849	-0,11647	0,51474
3887	4,3932	33,781	-0,11647	0,63868
3887	4,3932	33,781	-0,11647	0,63868
3888	20,061	12,874	-0,11647	0,52374
3888	20,061	12,874	-0,11647	0,52374
3889	1,2149	30,626	-0,11647	0,59858
3889	1,2149	30,626	-0,11647	0,59858
3890	-17,845	-8,8219	-0,11647	0,59941
3890	-17,845	-8,8219	-0,11647	0,59941
3891	-20,896	-3,4034	-0,11647	0,81827
3891	-20,896	-3,4034	-0,11647	0,81827
3892	6,818	-39,848	-0,11647	0,67002
3892	6,818	-39,848	-0,11647	0,67002
3893	-3,4078	-31,387	-0,11647	0,63681
3893	-3,4078	-31,387	-0,11647	0,63681
3894	-1,7077	-33,935	-0,11647	0,70246
3894	-1,7077	-33,935	-0,11647	0,70246
3895	1,8548	-31,357	-0,11647	0,64587
3895	1,8548	-31,357	-0,11647	0,64587
3896	3,2855	-34,054	-0,11647	0,68981
3896	3,2855	-34,054	-0,11647	0,68981
3897	5,1317	-30,68	-0,11647	0,61042
3897	5,1317	-30,68	-0,11647	0,61042
3898	-1,9937	21,229	-0,11647	0,50591
3898	-1,9937	21,229	-0,11647	0,50591
3899	-15,356	-15,448	-0,11647	0,49715
3899	-15,356	-15,448	-0,11647	0,49715
3900	-26,07	-8,1693	-0,11647	0,63551
3900	-26,07	-8,1693	-0,11647	0,63551
3901	10,71	0,56786	-0,11647	0,60637
3901	10,71	0,56786	-0,11647	0,60637
3902	9,1067	-33,469	-0,11647	0,58842
3902	9,1067	-33,469	-0,11647	0,58842
3903	28,47	-6,1791	-0,11647	0,64691
3903	28,47	-6,1791	-0,11647	0,64691
3904	2,2112	4,4903	-0,11647	0,54321
3904	2,2112	4,4903	-0,11647	0,54321
3905	-8,9848	16,348	-0,11647	0,4936
3905	-8,9848	16,348	-0,11647	0,4936
3906	-7,1896	17,619	-0,11647	0,49303
3906	-7,1896	17,619	-0,11647	0,49303
3907	0,8695	-51,486	-0,11647	0,19951
3907	0,8695	-51,486	-0,11647	0,19951
3908	-9,9261	12,258	-0,11647	0,5146
3908	-9,9261	12,258	-0,11647	0,5146
3909	-14,273	-32,139	-0,11647	0,511
3909	-14,273	-32,139	-0,11647	0,511
3910	-8,7705	-7,4014	-0,11647	0,55279
3910	-8,7705	-7,4014	-0,11647	0,55279
3911	1,7901	31,281	-0,11647	0,60655
3911	1,7901	31,281	-0,11647	0,60655
3912	20,369	3,1868	-0,11647	0,81405
3912	20,369	3,1868	-0,11647	0,81405
3913	-20,147	1,7042	-0,11647	0,87246
3913	-20,147	1,7042	-0,11647	0,87246
3914	16,335	-9,0597	-0,11647	0,58251
3914	16,335	-9,0597	-0,11647	0,58251
3915	3,2315	30,552	-0,11647	0,59345
3915	3,2315	30,552	-0,11647	0,59345
3916	-4,5665	15,892	-0,11647	0,49614
3916	-4,5665	15,892	-0,11647	0,49614
3917	-5,4624	16,48	-0,11647	0,49482
3917	-5,4624	16,48	-0,11647	0,49482
3918	6,237	-42,957	-0,11647	0,63735
3918	6,237	-42,957	-0,11647	0,63735
3919	-12,698	-35,061	-0,11647	0,53828
3919	-12,698	-35,061	-0,11647	0,53828
3920	7,202	17,539	-0,11647	0,4928
3920	7,202	17,539	-0,11647	0,4928
3921	19,052	14,691	-0,11647	0,49957
3921	19,052	14,691	-0,11647	0,49957
3922	-8,1689	24,366	-0,11647	0,51708
3922	-8,1689	24,366	-0,11647	0,51708
3923	19,073	-7,0733	-0,11647	0,6537
3923	19,073	-7,0733	-0,11647	0,6537
3924	-2,557	-37,3	-0,11647	0,78436
3924	-2,557	-37,3	-0,11647	0,78436
3925	-1,2436	40,203	-0,11647	0,70134
3925	-1,2436	40,203	-0,11647	0,70134
3926	21,325	3,4558	-0,11647	0,80936
3926	21,325	3,4558	-0,11647	0,80936
3927	6,1193	-10,846	-0,11647	0,5203
3927	6,1193	-10,846	-0,11647	0,5203
3928	-19,982	-21,591	-0,11647	0,44332
3928	-19,982	-21,591	-0,11647	0,44332
3929	8,3026	2,337	-0,11647	0,57786
3929	8,3026	2,337	-0,11647	0,57786
3930	-7,5216	-19,313	-0,11647	0,49779
3930	-7,5216	-19,313	-0,11647	0,49779
3931	-5,8302	-18,284	-0,11647	0,49873
3931	-5,8302	-18,284	-0,11647	0,49873
3932	-18,746	-19,663	-0,11647	0,46123
3932	-18,746	-19,663	-0,11647	0,46123
3933	-9,3729	26,353	-0,11647	0,52814
3933	-9,3729	26,353	-0,11647	0,52814
3934	7,5104	4,2575	-0,11647	0,56419
3934	7,5104	4,2575	-0,11647	0,56419
3935	0,9108	-38,512	-0,11647	0,85965
3935	0,9108	-38,512	-0,11647	0,85965
3936	-6,4818	23,284	-0,11647	0,51368
3936	-6,4818	23,284	-0,11647	0,51368
3937	-3,4347	24,866	-0,11647	0,53123
3937	-3,4347	24,866	-0,11647	0,53123
3938	-18,122	-14,559	-0,11647	0,50432
3938	-18,122	-14,559	-0,11647	0,50432
3939	14,082	30,161	-0,11647	0,52557
3939	14,082	30,161	-0,11647	0,52557
3940	-14,901	-8,8413	-0,11647	0,57569
3940	-14,901	-8,8413	-0,11647	0,57569
3941	-2,6608	26,807	-0,11647	0,55149
3941	-2,6608	26,807	-0,11647	0,55149
3942	4,621	1,508	-0,11647	0,55777
3942	4,621	1,508	-0,11647	0,55777
3943	5,3893	-0,79548	-0,11647	0,56234
3943	5,3893	-0,79548	-0,11647	0,56234
3944	-26,25	6,3543	-0,11647	0,70709
3944	-26,25	6,3543	-0,11647	0,70709
3945	17,998	-23,128	-0,11647	0,4557
3945	17,998	-23,128	-0,11647	0,4557
3946	16,129	26,35	-0,11647	0,48453
3946	16,129	26,35	-0,11647	0,48453
3947	27,428	4,4709	-0,11647	0,78833
3947	27,428	4,4709	-0,11647	0,78833
3948	-0,46554	31,433	-0,11647	0,60922
3948	-0,46554	31,433	-0,11647	0,60922
3949	-4,4385	42,422	-0,11647	0,91071
3949	-4,4385	42,422	-0,11647	0,91071
3950	-16,028	28,675	-0,11647	0,49691
3950	-16,028	28,675	-0,11647	0,49691
3951	-6,2504	30,458	-0,11647	0,58489
3951	-6,2504	30,458	-0,11647	0,58489
3952	5,6696	-18,669	-0,11647	0,49955
3952	5,6696	-18,669	-0,11647	0,49955
3953	-15,816	-9,1792	-0,11647	0,577
3953	-15,816	-9,1792	-0,11647	0,577
3954	-2,848	-23,525	-0,11647	0,53175
3954	-2,848	-23,525	-0,11647	0,53175
3955	-0,54536	-4,9274	-0,11647	0,54066
3955	-0,54536	-4,9274	-0,11647	0,54066
3956	-6,3906	14,742	-0,11647	0,49811
3956	-6,3906	14,742	-0,11647	0,49811
3957	-16,505	4,1003	-0,11647	0,67742
3957	-16,505	4,1003	-0,11647	0,67742
3958	-13,06	-1,1902	-0,11647	0,63967
3958	-13,06	-1,1902	-0,11647	0,63967
3959	8,4267	40,892	-0,11647	0,69974
3959	8,4267	40,892	-0,11647	0,69974
3960	0,14836	11,869	-0,11647	0,50796
3960	0,14836	11,869	-0,11647	0,50796
3961	2,4021	17,709	-0,11647	0,49594
3961	2,4021	17,709	-0,11647	0,49594
3962	-19,381	-16,417	-0,11647	0,48207
3962	-19,381	-16,417	-0,11647	0,48207
3963	8,3293	-17,934	-0,11647	0,49493
3963	8,3293	-17,934	-0,11647	0,49493
3964	10,179	-16,614	-0,11647	0,49443
3964	10,179	-16,614	-0,11647	0,49443
3965	2,2959	-18,639	-0,11647	0,50342
3965	2,2959	-18,639	-0,11647	0,50342
3966	5,4554	24,891	-0,11647	0,52823
3966	5,4554	24,891	-0,11647	0,52823
3967	-0,72386	-23,228	-0,11647	0,53072
3967	-0,72386	-23,228	-0,11647	0,53072
3968	-30,695	1,4875	-0,11647	0,62579
3968	-30,695	1,4875	-0,11647	0,62579
3969	4,2575	-2,4888	-0,11647	0,55577
3969	4,2575	-2,4888	-0,11647	0,55577
3970	22,868	-8,173	-0,11647	0,64957
3970	22,868	-8,173	-0,11647	0,64957
3971	25,844	5,0769	-0,11647	0,81761
3971	25,844	5,0769	-0,11647	0,81761
3972	-5,7488	-42,148	-0,11647	0,69862
3972	-5,7488	-42,148	-0,11647	0,69862
3973	-2,468	3,7243	-0,11647	0,54691
3973	-2,468	3,7243	-0,11647	0,54691
3974	-30,01	2,9611	-0,11647	0,61267
3974	-30,01	2,9611	-0,11647	0,61267
3975	2,9303	8,798	-0,11647	0,52451
3975	2,9303	8,798	-0,11647	0,52451
3976	7,0704	19,834	-0,11647	0,49597
3976	7,0704	19,834	-0,11647	0,49597
3977	-17,693	-6,709	-0,11647	0,6455
3977	-17,693	-6,709	-0,11647	0,6455
3978	-3,8832	-21,737	-0,11647	0,51548
3978	-3,8832	-21,737	-0,11647	0,51548
3979	18,389	-24,52	-0,11647	0,45089
3979	18,389	-24,52	-0,11647	0,45089
3980	19,417	-22,621	-0,11647	0,44445
3980	19,417	-22,621	-0,11647	0,44445
3981	-5,7997	31,368	-0,11647	0,59843
3981	-5,7997	31,368	-0,11647	0,59843
3982	9,0409	14,107	-0,11647	0,50192
3982	9,0409	14,107	-0,11647	0,50192
3983	-29,829	-3,4969	-0,11647	0,62496
3983	-29,829	-3,4969	-0,11647	0,62496
3984	7,3378	-19,743	-0,11647	0,49921
3984	7,3378	-19,743	-0,11647	0,49921
3985	9,378	-22,276	-0,11647	0,50283
3985	9,378	-22,276	-0,11647	0,50283
3986	-28,821	5,6711	-0,11647	0,63909
3986	-28,821	5,6711	-0,11647	0,63909
3987	-13,982	-11,452	-0,11647	0,53502
